AccountID,CustomerName,AccountType,Balance,OpenDate,Branch,Status
ACC0369,Richard Jenkins,Checking,112862.95,2018-06-01,Southside,Inactive
ACC0370,Jason Allen,Checking,85047.72,2016-11-18,Southside,Active
ACC0371,Melissa Collins,Savings,113365.83,2024-11-02,Midtown,Active
ACC0372,Timothy Wilson,Checking,65619.53,2017-01-01,Midtown,Active
ACC0373,Harold Perry,Savings,145341.19,2022-10-01,Downtown,Active
ACC0374,Kimberly Ramirez,Checking,53436.1,2022-03-14,Southside,Active
ACC0375,Patrick Simmons,Savings,12945.55,2019-06-22,Westside,Active
ACC0376,Anna Martinez,Checking,40269.01,2022-02-23,Uptown,Active
ACC0377,Matthew Rogers,Checking,13818.91,2022-12-14,Airport,Active
ACC0378,Kenneth Harris,Checking,13185.86,2021-07-29,Airport,Active
ACC0379,Michelle Bailey,Checking,4036.66,2022-06-10,Midtown,Active
ACC0380,Dorothy Morgan,Checking,43847.92,2022-01-22,Midtown,Active
ACC0381,Deborah Nelson,Checking,102828.87,2024-07-04,Uptown,Active
ACC0382,Kenneth James,Checking,9583.75,2021-07-14,Westside,Active
ACC0383,Donna Martinez,Savings,37829.79,2023-08-23,Airport,Active
ACC0384,Carol Ward,Checking,20409.88,2026-05-02,Southside,Active
ACC0385,Laura Cook,Savings,66089.42,2021-07-31,Uptown,Active
ACC0386,Sharon Alexander,Checking,71903.56,2024-06-01,Southside,Inactive
ACC0387,Kimberly Ford,Savings,145167.69,2017-08-22,Eastside,Active
ACC0388,Sarah Bell,Savings,17171.78,2020-02-01,Eastside,Active
ACC0389,Melissa King,Checking,142955.39,2021-03-26,Eastside,Active
ACC0390,Kimberly Alexander,Checking,122862.94,2017-06-26,Southside,Active
ACC0391,Karen Flores,Savings,36378.97,2019-01-09,Uptown,Active
ACC0392,Larry Martinez,Savings,148606.02,2021-01-13,Southside,Active
ACC0393,Ryan Rivera,Checking,118629.07,2022-05-18,Midtown,Active
ACC0394,Michelle Simmons,Savings,25034.14,2019-07-16,Downtown,Active
ACC0395,Henry Gonzales,Savings,145024.99,2022-09-09,Southside,Active
ACC0396,Kevin Mitchell,Checking,76650.37,2020-08-04,Eastside,Active
ACC0397,Jeffrey Torres,Checking,51810.61,2026-02-18,Airport,Active
ACC0398,Ashley Anderson,Checking,124714.53,2018-03-22,Uptown,Active
ACC0399,Lisa Ward,Checking,78215.11,2022-07-03,Airport,Active
ACC0400,Joe Russell,Savings,47904.53,2023-01-16,Downtown,Active
ACC0401,Steven Chen,Savings,97230.69,2018-10-25,Uptown,Inactive
ACC0402,Michelle Kelly,Checking,82831.35,2022-09-12,Southside,Inactive
ACC0403,Sharon Murphy,Checking,28039.4,2019-01-14,Southside,Active
ACC0404,Harold Lopez,Savings,88871.25,2022-01-18,Downtown,Active
ACC0405,Richard Roberts,Checking,86644.45,2017-06-11,Uptown,Active
ACC0406,Carol Ward,Checking,39426.77,2016-09-25,Airport,Active
ACC0407,Cynthia Evans,Savings,91735.13,2019-10-29,Midtown,Active
ACC0408,Stephen Patterson,Checking,122079.36,2018-06-29,Westside,Inactive
ACC0409,Rebecca Anderson,Checking,47046.54,2023-09-25,Westside,Active
ACC0410,Betty Alexander,Checking,76672.65,2021-09-19,Uptown,Active
ACC0411,Scott King,Savings,95361.7,2018-08-19,Uptown,Active
ACC0412,Raymond Turner,Checking,28146.08,2016-12-19,Airport,Active
ACC0413,Nancy Johnson,Savings,20566.55,2017-04-07,Southside,Inactive
ACC0414,Gregory Butler,Savings,61429.24,2020-11-22,Southside,Active
ACC0415,Eric Ramirez,Checking,12492.33,2026-01-23,Eastside,Active
ACC0416,Sarah Green,Savings,25314.53,2021-04-12,Airport,Active
ACC0417,Steven Henderson,Checking,40256.55,2020-04-26,Northside,Active
ACC0418,Lisa Hayes,Savings,81998.36,2021-08-22,Midtown,Active
ACC0419,Kathleen Nelson,Savings,131234.0,2026-01-17,Airport,Active
ACC0420,Mary Cox,Checking,116367.18,2023-10-02,Eastside,Active
ACC0421,Rebecca Alexander,Savings,129171.2,2019-07-26,Southside,Active
ACC0422,Karen Hill,Checking,120835.53,2020-01-06,Northside,Active
ACC0423,Peter Price,Checking,48615.68,2018-07-07,Westside,Active
ACC0424,Kenneth Brooks,Checking,20424.78,2017-12-30,Southside,Inactive
ACC0425,Sarah Butler,Checking,105243.84,2024-12-02,Eastside,Active
ACC0426,Dorothy Nelson,Savings,73469.86,2019-12-07,Westside,Active
ACC0427,Larry Howard,Checking,95080.8,2016-07-16,Midtown,Active
ACC0428,Sarah Alexander,Savings,68258.88,2020-12-07,Northside,Active
ACC0429,Brenda Jackson,Savings,95262.6,2018-08-03,Northside,Active
ACC0430,Jerry Bell,Checking,145222.47,2017-02-27,Eastside,Active
ACC0431,Dorothy Turner,Savings,82141.85,2024-12-11,Airport,Active
ACC0432,Angela Wilson,Checking,15026.25,2017-08-14,Airport,Active
ACC0433,Thomas Cox,Savings,201.32,2021-08-11,Eastside,Inactive
ACC0434,George Butler,Savings,23930.72,2016-07-30,Westside,Active
ACC0435,Jose Carter,Checking,55839.38,2019-02-18,Uptown,Active
ACC0436,Douglas Parker,Checking,64441.72,2025-05-21,Midtown,Active
ACC0437,Donna Martinez,Checking,89092.56,2020-08-01,Airport,Active
ACC0438,Shirley Stewart,Checking,148224.42,2021-09-03,Uptown,Active
ACC0439,Sharon Morgan,Checking,109641.43,2025-04-05,Midtown,Active
ACC0440,Jason Lewis,Savings,116041.73,2017-12-18,Uptown,Active
ACC0441,Arthur Walker,Checking,79623.19,2026-04-25,Uptown,Active
ACC0442,Joe Scott,Checking,137992.13,2019-07-02,Airport,Active
ACC0443,Mary White,Checking,112891.6,2019-10-19,Southside,Active
ACC0444,Scott Evans,Checking,37243.18,2019-03-07,Midtown,Active
ACC0445,Peter Perry,Savings,116867.55,2018-08-31,Downtown,Active
ACC0446,Carl Campbell,Checking,77710.59,2020-09-10,Eastside,Active
ACC0447,Kimberly Washington,Checking,117591.86,2017-07-04,Eastside,Active
ACC0448,Steven Baker,Savings,95748.54,2025-08-12,Downtown,Inactive
ACC0449,Matthew Robinson,Savings,129136.02,2020-01-13,Southside,Active
ACC0450,Angela Hernandez,Savings,143172.5,2017-10-08,Midtown,Active
ACC0451,Christopher Johnson,Savings,32439.87,2025-09-24,Southside,Active
ACC0452,Douglas Diaz,Savings,63593.93,2021-11-24,Midtown,Active
ACC0453,Jerry Long,Checking,41692.41,2022-12-07,Midtown,Active
ACC0454,Richard Hall,Savings,58670.65,2019-04-18,Midtown,Active
ACC0455,Dorothy Myers,Checking,8780.1,2025-06-10,Southside,Active
ACC0456,Harold Powell,Checking,46462.58,2018-02-03,Uptown,Active
ACC0457,Roger Lewis,Checking,24658.51,2022-07-09,Westside,Active
ACC0458,George Hamilton,Savings,109967.08,2025-01-31,Downtown,Active
ACC0459,Scott Perez,Checking,39516.15,2019-12-11,Midtown,Active
ACC0460,Michelle Rogers,Checking,74991.54,2020-01-20,Uptown,Active
ACC0461,Donald Harris,Checking,34337.82,2020-09-13,Downtown,Active
ACC0462,Sarah Nelson,Checking,70817.51,2022-02-11,Uptown,Active
ACC0463,Michael Wood,Savings,33754.85,2023-08-17,Southside,Inactive
ACC0464,Matthew Perez,Checking,85773.24,2025-01-25,Downtown,Active
ACC0465,Joshua Thompson,Savings,10432.07,2021-03-11,Westside,Active
ACC0466,Deborah Edwards,Checking,83008.4,2026-04-27,Northside,Active
ACC0467,Walter Campbell,Checking,69642.61,2019-10-10,Airport,Inactive
ACC0468,Carol Myers,Checking,22669.9,2021-10-23,Downtown,Active
ACC0469,Timothy Flores,Checking,142653.44,2026-05-24,Southside,Active
ACC0470,Brenda Parker,Checking,30858.64,2023-09-27,Southside,Active
ACC0471,Amanda Walker,Savings,14044.69,2023-10-24,Southside,Active
ACC0472,Betty Ward,Checking,87157.52,2020-09-27,Uptown,Active
ACC0473,Jeffrey Martinez,Checking,65303.93,2024-12-10,Eastside,Active
ACC0474,Matthew Bell,Savings,47776.85,2023-05-12,Eastside,Active
ACC0475,Carol Lewis,Checking,23396.04,2024-07-25,Airport,Active
ACC0476,Frank Garcia,Savings,144698.74,2024-01-30,Airport,Active
ACC0477,Laura Garcia,Checking,23726.55,2018-09-18,Westside,Active
ACC0478,Shirley Powell,Checking,32331.62,2016-10-20,Northside,Active
ACC0479,Anna Nelson,Savings,59497.04,2025-11-10,Westside,Active
ACC0480,Charles Davis,Savings,128204.74,2020-03-04,Eastside,Active
ACC0481,Patricia Lewis,Checking,1892.34,2017-02-04,Eastside,Active
ACC0482,Sandra Reed,Checking,87390.34,2023-07-04,Midtown,Active
ACC0483,Christopher Lopez,Savings,121413.87,2025-05-18,Northside,Active
ACC0484,Emily Wilson,Checking,138627.35,2021-07-20,Southside,Active
ACC0485,Larry Bryant,Savings,26003.8,2024-01-01,Uptown,Active
ACC0486,Kimberly Hall,Checking,92154.58,2019-06-28,Eastside,Active
ACC0487,Carol Bailey,Savings,9240.76,2023-04-10,Southside,Active
ACC0488,Carol Washington,Checking,94650.08,2017-05-31,Downtown,Inactive
ACC0489,Anna Morris,Savings,81723.22,2020-12-21,Northside,Inactive
ACC0490,Gregory Edwards,Savings,40638.31,2026-02-12,Northside,Active
ACC0491,Emily Roberts,Checking,121317.22,2021-02-12,Northside,Active
ACC0492,Sharon Allen,Checking,37253.77,2023-09-15,Westside,Active
ACC0493,Amanda Green,Savings,53285.21,2016-12-30,Uptown,Active
ACC0494,Rebecca Evans,Savings,137105.6,2026-02-03,Northside,Inactive
ACC0495,Walter Walker,Checking,125520.86,2017-04-27,Airport,Active
ACC0496,Charles Ramirez,Checking,13629.58,2023-10-20,Eastside,Active
ACC0497,Donna Mitchell,Savings,137692.64,2024-02-24,Uptown,Active
ACC0498,Charles Edwards,Checking,3384.74,2019-10-31,Uptown,Active
ACC0499,Amanda Rogers,Checking,56101.26,2018-12-25,Southside,Active
ACC0500,Lisa Campbell,Savings,20554.11,2024-08-22,Southside,Active
